Sector,Industry,ESG_Dimension,ESG_Topic,Materiality_Score,Is_Material
Extractives & Minerals Processing,Oil & Gas - Midstream,Social Capital,Customer Welfare,3,True
Extractives & Minerals Processing,Oil & Gas - Midstream,Social Capital,Selling Practices & Product Labeling,5,True
Extractives & Minerals Processing,Oil & Gas - Midstream,Human Capital,Labor Practices,5,True
Extractives & Minerals Processing,Oil & Gas - Midstream,Human Capital,Employee Health & Safety,5,True
Extractives & Minerals Processing,Oil & Gas - Midstream,Human Capital,Employee Engagement,4,True
Extractives & Minerals Processing,Oil & Gas - Midstream,Human Capital,Diversity & Inclusion,5,True
Extractives & Minerals Processing,Oil & Gas - Midstream,Business Model & Innovation,Product Design & Lifecycle,3,True
Extractives & Minerals Processing,Oil & Gas - Midstream,Business Model & Innovation,Business Model Resilience,2,False
Extractives & Minerals Processing,Oil & Gas - Midstream,Business Model & Innovation,Supply Chain Management,2,False
Extractives & Minerals Processing,Oil & Gas - Midstream,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Extractives & Minerals Processing,Oil & Gas - Midstream,Business Model & Innovation,Physical Impacts of Climate Change,3,True
Extractives & Minerals Processing,Oil & Gas - Midstream,Leadership & Governance,Business Ethics,5,True
Extractives & Minerals Processing,Oil & Gas - Midstream,Leadership & Governance,Competitive Behavior,5,True
Extractives & Minerals Processing,Oil & Gas - Midstream,Leadership & Governance,Regulatory Environment Management,3,True
Extractives & Minerals Processing,Oil & Gas - Midstream,Leadership & Governance,Critical Incident Risk Management,3,True
Extractives & Minerals Processing,Oil & Gas - Midstream,Leadership & Governance,Systemic Risk Management,5,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Environment,GHG Emissions,4,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Environment,Air Quality,4,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Environment,Energy Management,4,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Environment,Water & Wastewater Management,5,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Environment,Waste & Hazardous Materials,4,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Environment,Ecological Impacts,5,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Social Capital,Human Rights & Community Relations,3,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Social Capital,Customer Privacy,4,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Social Capital,Data Security,3,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Social Capital,Access & Affordability,5,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Social Capital,Product Quality & Safety,3,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Social Capital,Customer Welfare,5,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Social Capital,Selling Practices & Product Labeling,5,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Human Capital,Labor Practices,4,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Human Capital,Employee Health & Safety,5,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Human Capital,Employee Engagement,4,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Human Capital,Diversity & Inclusion,5,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Business Model & Innovation,Product Design & Lifecycle,4,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Business Model & Innovation,Business Model Resilience,4,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Business Model & Innovation,Supply Chain Management,4,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Business Model & Innovation,Physical Impacts of Climate Change,3,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Leadership & Governance,Business Ethics,4,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Leadership & Governance,Competitive Behavior,3,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Leadership & Governance,Regulatory Environment Management,5,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Leadership & Governance,Critical Incident Risk Management,5,True
Extractives & Minerals Processing,Oil & Gas - Refining & Marketing,Leadership & Governance,Systemic Risk Management,4,True
Extractives & Minerals Processing,Oil & Gas - Services,Environment,GHG Emissions,4,True
Extractives & Minerals Processing,Oil & Gas - Services,Environment,Air Quality,5,True
Extractives & Minerals Processing,Oil & Gas - Services,Environment,Energy Management,5,True
Extractives & Minerals Processing,Oil & Gas - Services,Environment,Water & Wastewater Management,4,True
Extractives & Minerals Processing,Oil & Gas - Services,Environment,Waste & Hazardous Materials,5,True
Extractives & Minerals Processing,Oil & Gas - Services,Environment,Ecological Impacts,5,True
Extractives & Minerals Processing,Oil & Gas - Services,Social Capital,Human Rights & Community Relations,4,True
Extractives & Minerals Processing,Oil & Gas - Services,Social Capital,Customer Privacy,4,True
Extractives & Minerals Processing,Oil & Gas - Services,Social Capital,Data Security,4,True
Extractives & Minerals Processing,Oil & Gas - Services,Social Capital,Access & Affordability,3,True
Extractives & Minerals Processing,Oil & Gas - Services,Social Capital,Product Quality & Safety,3,True
Extractives & Minerals Processing,Oil & Gas - Services,Social Capital,Customer Welfare,4,True
Extractives & Minerals Processing,Oil & Gas - Services,Social Capital,Selling Practices & Product Labeling,5,True
Extractives & Minerals Processing,Oil & Gas - Services,Human Capital,Labor Practices,5,True
Extractives & Minerals Processing,Oil & Gas - Services,Human Capital,Employee Health & Safety,4,True
Extractives & Minerals Processing,Oil & Gas - Services,Human Capital,Employee Engagement,4,True
Extractives & Minerals Processing,Oil & Gas - Services,Human Capital,Diversity & Inclusion,5,True
Extractives & Minerals Processing,Oil & Gas - Services,Business Model & Innovation,Product Design & Lifecycle,2,False
Extractives & Minerals Processing,Oil & Gas - Services,Business Model & Innovation,Business Model Resilience,4,True
Extractives & Minerals Processing,Oil & Gas - Services,Business Model & Innovation,Supply Chain Management,3,True
Extractives & Minerals Processing,Oil & Gas - Services,Business Model & Innovation,Materials Sourcing & Efficiency,2,False
Extractives & Minerals Processing,Oil & Gas - Services,Business Model & Innovation,Physical Impacts of Climate Change,3,True
Extractives & Minerals Processing,Oil & Gas - Services,Leadership & Governance,Business Ethics,3,True
Extractives & Minerals Processing,Oil & Gas - Services,Leadership & Governance,Competitive Behavior,3,True
Extractives & Minerals Processing,Oil & Gas - Services,Leadership & Governance,Regulatory Environment Management,4,True
Extractives & Minerals Processing,Oil & Gas - Services,Leadership & Governance,Critical Incident Risk Management,4,True
Extractives & Minerals Processing,Oil & Gas - Services,Leadership & Governance,Systemic Risk Management,3,True
Financials,Asset Management & Custody,Environment,GHG Emissions,2,False
Financials,Asset Management & Custody,Environment,Air Quality,3,True
Financials,Asset Management & Custody,Environment,Energy Management,3,True
Financials,Asset Management & Custody,Environment,Water & Wastewater Management,2,False
Financials,Asset Management & Custody,Environment,Waste & Hazardous Materials,3,True
Financials,Asset Management & Custody,Environment,Ecological Impacts,3,True
Financials,Asset Management & Custody,Social Capital,Human Rights & Community Relations,5,True
Financials,Asset Management & Custody,Social Capital,Customer Privacy,3,True
Financials,Asset Management & Custody,Social Capital,Data Security,5,True
Financials,Asset Management & Custody,Social Capital,Access & Affordability,5,True
Financials,Asset Management & Custody,Social Capital,Product Quality & Safety,4,True
Financials,Asset Management & Custody,Social Capital,Customer Welfare,5,True
Financials,Asset Management & Custody,Social Capital,Selling Practices & Product Labeling,3,True
Financials,Asset Management & Custody,Human Capital,Labor Practices,2,False
Financials,Asset Management & Custody,Human Capital,Employee Health & Safety,3,True
Financials,Asset Management & Custody,Human Capital,Employee Engagement,2,False
Financials,Asset Management & Custody,Human Capital,Diversity & Inclusion,2,False
Financials,Asset Management & Custody,Business Model & Innovation,Product Design & Lifecycle,4,True
Financials,Asset Management & Custody,Business Model & Innovation,Business Model Resilience,4,True
Financials,Asset Management & Custody,Business Model & Innovation,Supply Chain Management,2,False
Financials,Asset Management & Custody,Business Model & Innovation,Materials Sourcing & Efficiency,3,True
Financials,Asset Management & Custody,Business Model & Innovation,Physical Impacts of Climate Change,3,True
Financials,Asset Management & Custody,Leadership & Governance,Business Ethics,5,True
Financials,Asset Management & Custody,Leadership & Governance,Competitive Behavior,4,True
Financials,Asset Management & Custody,Leadership & Governance,Regulatory Environment Management,5,True
Financials,Asset Management & Custody,Leadership & Governance,Critical Incident Risk Management,5,True
Financials,Asset Management & Custody,Leadership & Governance,Systemic Risk Management,4,True
Financials,Commercial Banks,Environment,GHG Emissions,3,True
Financials,Commercial Banks,Environment,Air Quality,3,True
Financials,Commercial Banks,Environment,Energy Management,2,False
Financials,Commercial Banks,Environment,Water & Wastewater Management,3,True
Financials,Commercial Banks,Environment,Waste & Hazardous Materials,2,False
Financials,Commercial Banks,Environment,Ecological Impacts,2,False
Financials,Commercial Banks,Social Capital,Human Rights & Community Relations,3,True
Financials,Commercial Banks,Social Capital,Customer Privacy,3,True
Financials,Commercial Banks,Social Capital,Data Security,5,True
Financials,Commercial Banks,Social Capital,Access & Affordability,4,True
Financials,Commercial Banks,Social Capital,Product Quality & Safety,4,True
Financials,Commercial Banks,Social Capital,Customer Welfare,3,True
Financials,Commercial Banks,Social Capital,Selling Practices & Product Labeling,3,True
Financials,Commercial Banks,Human Capital,Labor Practices,3,True
Financials,Commercial Banks,Human Capital,Employee Health & Safety,2,False
Financials,Commercial Banks,Human Capital,Employee Engagement,4,True
Financials,Commercial Banks,Human Capital,Diversity & Inclusion,3,True
Financials,Commercial Banks,Business Model & Innovation,Product Design & Lifecycle,2,False
Financials,Commercial Banks,Business Model & Innovation,Business Model Resilience,4,True
Financials,Commercial Banks,Business Model & Innovation,Supply Chain Management,3,True
Financials,Commercial Banks,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Financials,Commercial Banks,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Financials,Commercial Banks,Leadership & Governance,Business Ethics,5,True
Financials,Commercial Banks,Leadership & Governance,Competitive Behavior,5,True
Financials,Commercial Banks,Leadership & Governance,Regulatory Environment Management,4,True
Financials,Commercial Banks,Leadership & Governance,Critical Incident Risk Management,4,True
Financials,Commercial Banks,Leadership & Governance,Systemic Risk Management,4,True
Financials,Consumer Finance,Environment,GHG Emissions,3,True
Financials,Consumer Finance,Environment,Air Quality,1,False
Financials,Consumer Finance,Environment,Energy Management,3,True
